2026-01-21 06:49:59,067 | BASE_PAGE | INFO | Opening the url "AppRoute.DASHBOARD"
2026-01-21 06:50:00,708 | BASE_ELEMENT | INFO | Getting locator with "data-testid=courses-pie-chart" at index "0"
2026-01-21 06:50:00,708 | BASE_ELEMENT | INFO | Checking that image "Chart" is visible
2026-01-21 06:50:00,721 | BASE_ELEMENT | INFO | Getting locator with "data-testid=students-widget-title-text" at index "0"
2026-01-21 06:50:00,721 | BASE_ELEMENT | INFO | Checking that text "Title" is visible
2026-01-21 06:50:00,731 | BASE_ELEMENT | INFO | Getting locator with "data-testid=students-widget-title-text" at index "0"
2026-01-21 06:50:00,731 | BASE_ELEMENT | INFO | Checking that text "Title" has text "Students"
2026-01-21 06:50:00,740 | BASE_ELEMENT | INFO | Getting locator with "data-testid=students-bar-chart" at index "0"
2026-01-21 06:50:00,740 | BASE_ELEMENT | INFO | Checking that image "Chart" is visible
2026-01-21 06:50:00,756 | BASE_ELEMENT | INFO | Getting locator with "data-testid=activities-widget-title-text" at index "0"
2026-01-21 06:50:00,756 | BASE_ELEMENT | INFO | Checking that text "Title" is visible
2026-01-21 06:50:00,769 | BASE_ELEMENT | INFO | Getting locator with "data-testid=activities-widget-title-text" at index "0"
2026-01-21 06:50:00,769 | BASE_ELEMENT | INFO | Checking that text "Title" has text "Activities"
2026-01-21 06:50:00,784 | BASE_ELEMENT | INFO | Getting locator with "data-testid=activities-line-chart" at index "0"
2026-01-21 06:50:00,784 | BASE_ELEMENT | INFO | Checking that image "Chart" is visible
