2026-01-21 06:24:07,318 | BASE_PAGE | INFO | Opening the url "AppRoute.DASHBOARD"
2026-01-21 06:24:09,009 | BASE_ELEMENT | INFO | Getting locator with "data-testid=scores-scatter-chart" at index "0"
2026-01-21 06:24:09,009 | BASE_ELEMENT | INFO | Checking that image "Chart" is visible
2026-01-21 06:24:09,018 | BASE_ELEMENT | INFO | Getting locator with "data-testid=courses-widget-title-text" at index "0"
2026-01-21 06:24:09,018 | BASE_ELEMENT | INFO | Checking that text "Title" is visible
2026-01-21 06:24:09,027 | BASE_ELEMENT | INFO | Getting locator with "data-testid=courses-widget-title-text" at index "0"
2026-01-21 06:24:09,027 | BASE_ELEMENT | INFO | Checking that text "Title" has text "Courses"
2026-01-21 06:24:09,036 | BASE_ELEMENT | INFO | Getting locator with "data-testid=courses-pie-chart" at index "0"
2026-01-21 06:24:09,036 | BASE_ELEMENT | INFO | Checking that image "Chart" is visible
2026-01-21 06:24:09,045 | BASE_ELEMENT | INFO | Getting locator with "data-testid=students-widget-title-text" at index "0"
2026-01-21 06:24:09,045 | BASE_ELEMENT | INFO | Checking that text "Title" is visible
2026-01-21 06:24:09,054 | BASE_ELEMENT | INFO | Getting locator with "data-testid=students-widget-title-text" at index "0"
2026-01-21 06:24:09,054 | BASE_ELEMENT | INFO | Checking that text "Title" has text "Students"
2026-01-21 06:24:09,063 | BASE_ELEMENT | INFO | Getting locator with "data-testid=students-bar-chart" at index "0"
2026-01-21 06:24:09,063 | BASE_ELEMENT | INFO | Checking that image "Chart" is visible
2026-01-21 06:24:09,072 | BASE_ELEMENT | INFO | Getting locator with "data-testid=activities-widget-title-text" at index "0"
2026-01-21 06:24:09,072 | BASE_ELEMENT | INFO | Checking that text "Title" is visible
2026-01-21 06:24:09,080 | BASE_ELEMENT | INFO | Getting locator with "data-testid=activities-widget-title-text" at index "0"
2026-01-21 06:24:09,080 | BASE_ELEMENT | INFO | Checking that text "Title" has text "Activities"
2026-01-21 06:24:09,088 | BASE_ELEMENT | INFO | Getting locator with "data-testid=activities-line-chart" at index "0"
2026-01-21 06:24:09,088 | BASE_ELEMENT | INFO | Checking that image "Chart" is visible
